VEZT	0	chr12	+	95611522	95696566	95650398,95663807,95692719,	95650326,95663689,95692638,
ATP2A2	1	chr12	+	110719486	110785131	110760877,110783923,110784126,	110760797,110783806,110784006,
MLEC	0	chr12	+	121124672	121139667	121132955,121134493,	121132898,121134119,
MPHOSPH8	0	chr13	+	20207821	20247599	20245104,	20244767,
RAP2A	1	chr13	+	98086476	98121382	98094104,	98094022,
ITGBL1	1	chr13	+	102104966	102368794	102345294,	102344935,
CUL4A	1	chr13	+	113863858	113917896	113915073,	113914800,
LGALS3	1	chr14	+	55595762	55612121	55604109,	55604088,
PLEKHH1	1	chr14	+	68000018	68056329	68053173,68053666,	68053085,68053527,
PAPLN	1	chr14	+	73706324	73739462	73733336,73733539,73735440,	73733209,73733431,73735218,
LIN52	0	chr14	+	74551499	74667938	74567941,	74567858,
TSHR	1	chr14	+	81421387	81612646	81534672,81554372,81557487,81558952,81563051,81574796,81606211,	81534598,81554298,81557413,81558875,81562983,81574719,81606023,
TRMT61A	0	chr14	+	103995521	104003410	103996486,103996646,	103996201,103996571,
ZNF609	1	chr15	+	64791491	64978267	64973586,	64973508,
SNX33	1	chr15	+	75940247	75954642	75942649,	75941902,
EME2	1	chr16	+	1823208	1826312	1823842,1824353,1825189,1825430,1825727,1825987,	1823706,1824261,1825042,1825240,1825570,1825798,
DRC7	0	chr16	+	57728712	57765365	57730506,57736042,	57730315,57735848,
HSD11B2	1	chr16	+	67465020	67471456	67468867,67470045,67470289,	67466087,67469860,67470152,
ZDHHC7	1	chr16	-	85007787	85045141	85022479,	85022358,
DPH1	0	chr17	+	1933404	1946724	1944475,1944915,1945169,	1944397,1944775,1945062,
RAP1GAP2	1	chr17	+	2699732	2941033	2935743,2937561,	2935705,2936686,
CTNS	0	chr17	+	3539762	3564832	3552225,3563269,3563644,	3552141,3561516,3563530,
MPRIP	1	chr17	+	16946163	17088874	16979101,16981390,17030167,17035015,17039764,17041389,17046079,17046983,17049406,17050701,17053547,17057729,17062316,17064738,17075179,17076129,17077389,17078726,17079826,17083983,	16979024,16981325,17030016,17034931,17039533,17041230,17045941,17046870,17049350,17050633,17053458,17057620,17061681,17064554,17075032,17076012,17077230,17078607,17079740,17083921,
STARD3	1	chr17	+	37793318	37819737	37814279,	37814226,
PSMD3	0	chr17	+	38137050	38154213	38153046,	38152954,
RAD51C	1	chr17	+	56769934	56812972	56771172,56774220,56783383,56798173,	56770712,56774054,56783239,56798107,
BCAS3	0	chr17	+	58755233	59470192	58767122,58786686,58824640,58885437,58946044,58952099,58967132,59104805,59161925,59457932,59466069,	58767047,58786580,58824559,58885365,58945937,58952023,58967056,59104761,59161828,59457867,59465979,
ENGASE	0	chr17	+	77071027	77082778	77075719,77079672,77080033,77080768,77081424,77081816,	77075571,77079564,77079843,77080620,77081316,77081702,
RNMT	0	chr18	+	13726660	13764557	13730754,13731933,13742651,13746336,13752426,13754146,13760207,	13730578,13731475,13742487,13746219,13752325,13754113,13759941,
THOP1	1	chr19	+	2785458	2815805	2812370,	2812197,
PSMF1	0	chr20	+	1093906	1148426	1108151,1143827,	1108069,1143774,
TOMM34	1	chr20	-	43570771	43589127	43577518,43580643,	43577371,43580474,
TCEA2	1	chr20	+	62694497	62703699	62695482,	62695245,
BACE2	1	chr21	+	42539728	42648524	42622828,42629253,	42622679,42629085,
COL6A1	1	chr21	+	47401651	47424964	47402677,47404383,47406599,47418085,47421065,47421300,47421984,47422315,47422624,	47402548,47404183,47406440,47418035,47420673,47421167,47421875,47422132,47422403,
MIEF1	1	chr22	+	39898358	39914137	39899882,39905576,39908499,39910229,	39899816,39905343,39908237,39909522,
TRABD	0	chr22	+	50624344	50637993	50636017,50636424,50636615,50636944,	50635866,50636252,50636504,50636774,
MSN	1	chrX	+	64887537	64961793	64936763,64947771,64949574,64951052,64951846,64953142,64955292,64957200,64958512,64959056,64959844,	64936680,64947676,64949300,64950969,64951700,64953046,64955129,64957040,64958387,64958832,64959591,
PLS3	1	chrX	+	114795509	114885181	114845233,114848846,114874448,114879419,114880506,114880855,114881993,114882337,	114845115,114848465,114874422,114879341,114880392,114880722,114881870,114882213,
UBE2A	1	chrX	+	118708430	118718388	118715559,	118715470,
UBE2J2	1	chr1	-	1189850	1209265	1197770,1201670,	1197550,1201478,
MEGF6	1	chr1	-	3406490	3528059	3407523,	3407476,
P3H1	0	chr1	-	43212046	43232694	43217505,	43217312,
PODN	1	chr1	+	53527885	53551174	53529231,53532539,53537300,53540342,53541643,53543018,53543472,	53529042,53532484,53537207,53540278,53541534,53542862,53543357,
TMEM59	1	chr1	-	54492354	54519111	54513045,54514355,	54512940,54514323,
SRSF11	1	chr1	+	70671407	70718735	70696301,70712832,	70695062,70712800,
PRKACB	1	chr1	+	84609954	84704181	84640739,	84640716,
REG4	1	chr1	-	120336641	120354203	120351825,	120351652,
TIMM17A	1	chr1	+	201924619	201939789	201932052,	201931232,
RCOR3	1	chr1	+	211432775	211487361	211433071,211477482,211485829,211486303,	211432921,211477425,211485697,211486062,
WDR26	0	chr1	-	224572845	224622001	224589811,224601037,224619483,	224589706,224600955,224619384,
COG2	0	chr1	+	230778238	230829728	230797303,	230797071,
DESI2	0	chr1	+	244816237	244872335	244817327,	244817215,
TMEM18	0	chr2	-	667335	677439	676238,	675758,
DNAJC27	0	chr2	-	25166505	25194963	25176504,	25176419,
GPN1	0	chr2	+	27851863	27873711	27852309,27853933,27854767,	27852242,27853894,27854701,
LBH	0	chr2	+	30454397	30482894	30479669,	30479568,
VIT	1	chr2	+	36923833	37041930	37000990,37002210,37010545,37014419,	37000857,37002145,37010483,37014272,
SOS1	1	chr2	-	39208537	39348192	39216455,	39216411,
EVA1A	1	chr2	-	75719444	75788039	75744957,75749613,75753325,	75744939,75749491,75753238,
SUCLG1	1	chr2	-	84650647	84686604	84658783,84685688,	84658632,84685577,
LIMS2	1	chr2	-	128396001	128422120	128397720,128399774,128400647,128401164,	128397645,128399564,128400494,128401070,
PRPF40A	1	chr2	-	153508107	153574495	153515703,153535623,153549990,	153515607,153535570,153549672,
GALNT3	1	chr2	-	166604101	166651192	166627893,	166627775,
SLC25A12	1	chr2	-	172640880	172750762	172702368,172704786,172712459,	172702237,172704683,172712344,
CHRNA1	1	chr2	-	175612320	175629200	175613547,175622748,	175613308,175622674,
ATF2	1	chr2	-	175936982	176032934	175939815,175957995,175962321,175976382,175978836,175979596,175982846,175983097,175986268,175997485,	175939728,175957789,175962172,175976296,175978722,175979418,175982718,175982979,175986172,175997423,
DNAJC10	1	chr2	+	183580999	183659191	183597269,183601113,183604436,183617350,183619532,	183597226,183600976,183604272,183617276,183619430,
PPIL3	1	chr2	-	201735679	201753877	201742327,	201742220,
CARF	0	chr2	+	203776937	203851786	203789138,203806703,203807690,	203789020,203806583,203807463,
IDH1	1	chr2	-	209100951	209119857	209116291,209118683,	209116154,209118610,
PASK	1	chr2	-	242045514	242088919	242048222,242051854,	242047882,242051655,
IQSEC1	1	chr3	-	12938719	13009168	12944322,	12944273,
RBSN	0	chr3	-	15111580	15140655	15116623,15116924,	15116554,15116797,
OXNAD1	0	chr3	+	16306706	16347594	16313828,	16313628,
TBC1D5	1	chr3	-	17198654	17782399	17275242,17470011,17628049,17664257,17665405,17704602,	17275177,17469942,17627845,17664140,17665341,17704482,
KCNH8	1	chr3	+	19189946	19577138	19388226,19433257,	19388144,19433183,
NGLY1	0	chr3	-	25760604	25825042	25762277,25777640,25777891,25781290,	25761505,25777495,25777800,25781068,
ANO10	1	chr3	-	43407340	43663560	43414339,43474219,43593080,43618753,43640158,43642073,43659578,	43414220,43474103,43592964,43618184,43640024,43641876,43659512,
ABHD5	1	chr3	+	43732362	43760541	43743500,	43743404,
FAM107A	1	chr3	-	58549844	58563491	58556150,	58556053,
ABI3BP	1	chr3	-	100468179	100712359	100506646,100511612,100529321,100530121,100530643,100531367,100532579,100534815,100537425,100539957,100554504,100556015,	100506572,100511535,100529256,100530074,100530572,100531311,100532505,100534756,100537369,100539898,100554445,100555968,
B4GALT4	1	chr3	-	118930579	118959486	118935191,118937619,118943092,118954074,118959377,	118935087,118937497,118942905,118953992,118959163,
ITGB5	1	chr3	-	124480795	124606144	124528003,124536557,124576160,	124527869,124536468,124576079,
CFAP100	0	chr3	+	126113782	126155398	126114272,	126114168,
PCOLCE2	1	chr3	-	142536711	142608045	142542457,142548688,142562151,	142542374,142548534,142562087,
MBNL1	1	chr3	+	151985829	152183568	152173366,152174150,152175982,	152173331,152174056,152175919,
MECOM	1	chr3	-	168801287	168864093	168804353,	168804301,
MYNN	1	chr3	+	169490619	169506969	169491885,	169491819,
ECT2	1	chr3	+	172468472	172539264	172536604,	172536338,
PEX5L	1	chr3	-	179512746	179754718	179691106,	179690947,
MXD4	1	chr4	-	2249159	2264021	2252973,2254249,2257021,2260784,2263551,	2252811,2254135,2256870,2260612,2263452,
METAP1	1	chr4	+	99916771	99983964	99957240,99970027,	99957194,99969884,
CFI	1	chr4	-	110661850	110723335	110663751,110667658,110670477,110678939,	110663647,110667378,110670374,110678919,
RAPGEF2	1	chr4	+	160188889	160281321	160265211,160272285,	160264796,160272211,
EXOC3	1	chr5	+	443273	467411	445179,457121,458140,459574,	445041,457004,458015,459474,
DNAJC21	0	chr5	+	34929698	34955305	34934013,34949782,	34933920,34949648,
PRKAA1	1	chr5	-	40759481	40798300	40769605,40775118,40775605,	40769518,40775030,40775512,
MCTP1	1	chr5	-	94040805	94620279	94134837,94230540,94253678,94259726,94417341,	94134714,94230354,94253601,94259667,94417130,
SLC25A46	0	chr5	+	110074695	110098484	110091821,	110091696,
APC	1	chr5	+	112073585	112181936	112074157,112146008,112159057,112162944,112163703,112164669,	112074050,112145823,112159004,112162805,112163626,112164553,
C5orf24	0	chr5	+	134181370	134194799	134182553,	134182353,
SAP30L	1	chr5	+	153825517	153840614	153832059,	153832016,
THG1L	0	chr5	+	157158205	157168456	157165742,	157165630,
MAPK9	1	chr5	-	179660594	179719071	179674510,179674926,179707036,179714067,	179674439,179674663,179706796,179713975,
TPMT	0	chr6	-	18128542	18155305	18133797,	18133641,
FBXO9	0	chr6	+	52930257	52964401	52932819,52959639,	52932703,52959490,
BAG2	0	chr6	+	57037124	57054631	57039193,	57039001,
IBTK	1	chr6	-	82879700	82957471	82884719,82924546,	82884615,82923944,
PGM3	0	chr6	-	83874592	83903012	83901042,	83900906,
OSTM1	0	chr6	-	108362613	108395941	108370787,108395002,	108370736,108394846,
CDK19	1	chr6	-	110931181	111136519	111095140,	111095079,
HIVEP2	1	chr6	-	143072604	143158184	143104752,	143104658,
ANKMY2	0	chr7	-	16639401	16685442	16684437,	16684310,
TRA2A	1	chr7	-	23544399	23571660	23570889,	23570800,
NUP205	0	chr7	+	135242667	135333505	135330344,135330725,	135330216,135330589,
GALNT11	1	chr7	+	151722778	151819432	151724803,151791607,151814123,	151724682,151791275,151813989,
RNF32	0	chr7	+	156433441	156469818	156435781,	156435671,
FAM167A	1	chr8	-	11278972	11324276	11302317,11303079,11304064,	11301540,11302929,11303912,
CNOT7	1	chr8	-	17082473	17104387	17090084,17103440,	17089936,17103366,
SH2D4A	1	chr8	+	19171128	19253729	19214794,	19214714,
PPP2R2A	1	chr8	+	26149007	26230196	26151376,26191086,26196503,26197489,26208197,26212149,26217801,	26151182,26191002,26196406,26197419,26208115,26211984,26217685,
SNX16	0	chr8	-	82711822	82754521	82736175,82741751,82752678,	82736027,82741665,82752433,
ANKRD46	1	chr8	-	101533000	101571987	101540231,101545539,	101540073,101545437,
PTK2	1	chr8	-	141667999	142011332	141762086,141889736,141931231,141935848,	141762031,141889570,141930913,141935661,
GLIPR2	0	chr9	+	36136742	36163910	36142088,36145038,	36141843,36144904,
SECISBP2	1	chr9	+	91933421	91974565	91949070,91954868,	91948940,91954779,
NANS	0	chr9	+	100819021	100845357	100838014,	100837852,
SUSD1	0	chr9	-	114803065	114937688	114804445,114814629,	114804381,114814435,
STRBP	1	chr9	-	125886988	126030843	125930537,125943254,125974987,	125930468,125943147,125974864,
ST6GALNAC4	1	chr9	-	130670165	130679305	130672337,130678773,	130672230,130678687,
TBC1D13	1	chr9	+	131549483	131572711	131552228,	131552153,
NTMT1	1	chr9	+	132371163	132398209	132390994,	132390886,
SETX	1	chr9	-	135136743	135230372	135144876,	135144790,
ACBD5	1	chr10	-	27484146	27531059	27507112,27509393,27512168,27524141,	27506909,27509302,27512136,27524021,
ZNF438	0	chr10	-	31133563	31273355	31138372,31199369,31273355,	31138284,31199289,31273298,
R3HCC1L	1	chr10	+	99894381	100004651	99915904,99922732,99946320,	99915850,99922640,99946224,
CALHM2	1	chr10	-	105206543	105212159	105210939,	105210840,
UROS	0	chr10	-	127477147	127511796	127477932,127483547,127485430,127485994,127486714,127504829,	127477852,127483449,127485359,127485981,127486634,127504746,
NAP1L4	1	chr11	-	2965667	3013607	2970494,2975973,2976996,3005043,3010501,3012222,	2970457,2975964,2976974,3004976,3010359,3012139,
DENND5A	1	chr11	-	9160372	9286937	9161795,9165032,9168698,9173989,9229179,	9161736,9164950,9168577,9173905,9229108,
MICAL2	1	chr11	+	12132138	12285332	12262709,12263979,12264319,12265659,12270793,12284084,	12262587,12263761,12264218,12265534,12270731,12282183,
DNAJC24	0	chr11	+	31391387	31453396	31429877,31443679,31451153,	31429657,31443519,31451030,
PEX16	0	chr11	-	45931725	45939606	45937119,45937387,45937854,45938692,	45937019,45937254,45937778,45938525,
ATG13	0	chr11	+	46639091	46694591	46639925,46651650,46686509,46691082,	46639810,46651595,46686399,46690954,
EED	0	chr11	+	85955586	85989778	85979603,85981199,	85979498,85981125,
SLC36A4	1	chr11	-	92877337	92931129	92903387,	92903277,
ELMOD1	1	chr11	+	107461975	107536686	107496258,	107496123,
USP28	1	chr11	-	113668596	113746292	113677306,113678858,113684677,113686098,113688416,113691384,113706049,	113677211,113678745,113684607,113685896,113688380,113691014,113705929,
IL10RA	0	chr11	+	117857063	117872194	117857528,117860335,	117857322,117860157,
HINFP	1	chr11	+	118992297	119006754	118992723,118997835,119002692,119003007,119003929,	118992493,118997645,119002540,119002953,119003805,
MCAM	1	chr11	-	119179239	119187826	119181176,119181613,119181895,119185973,119186226,119186770,	119181059,119181466,119181800,119185849,119186133,119186693,
TBCEL	1	chr11	+	120894781	120957805	120906653,120907321,120924441,120926017,	120906442,120907214,120924260,120925761,
HYLS1	0	chr11	+	125753509	125770539	125769053,	125768999,
SLC6A13	1	chr12	-	329791	372002	333011,	332912,
CLSTN3	1	chr12	+	7282795	7311541	7291412,	7291332,
RASSF8	1	chr12	+	26111991	26225802	26148063,	26147937,
FGD4	1	chr12	+	32655094	32798984	32729383,32753443,32790789,32795776,	32729200,32753344,32790584,32795695,
SMUG1	0	chr12	-	54575059	54582778	54577743,54581686,	54577438,54581603,
NT5DC3	1	chr12	-	104166088	104234975	104179525,	104179349,
RAB35	1	chr12	-	120532899	120554643	120536739,120546507,	120536615,120546396,
SPPL3	1	chr12	-	121200313	121342174	121229360,121340120,	121229272,121339681,
CLIP1	1	chr12	-	122755981	122907116	122821295,122832026,122884790,	122821179,122831922,122884679,
ZCCHC8	0	chr12	-	122957446	122985620	122962839,122967891,122975600,	122962753,122967826,122975482,
MTIF3	0	chr13	-	28009780	28024701	28015214,28024055,	28015154,28023989,
B3GLCT	0	chr13	+	31774073	31906413	31857443,	31857206,
SMAD9	1	chr13	-	37418968	37494375	37441520,	37441410,
FNDC3A	1	chr13	+	49550048	49783915	49649500,49671811,49746232,49749677,49775365,	49649425,49671683,49746179,49749503,49775053,
DHRS12	1	chr13	-	52342129	52378259	52351489,52372044,	52351379,52371962,
STXBP6	1	chr14	-	25278862	25519270	25444056,25479846,	25443871,25479731,
PPP4R4	0	chr14	+	94640649	94746072	94693715,	94693623,
AKT1	1	chr14	-	105235686	105260461	105238789,105259547,	105238702,105259464,
USP8	1	chr15	+	50716579	50791973	50776558,50785320,	50776472,50785257,
RAB27A	1	chr15	-	55495167	55582013	55562482,	55562363,
STOML1	1	chr15	-	74271264	74284689	74277212,74277854,74281143,74281598,74282798,74283286,	74277000,74277659,74280940,74281449,74282692,74283156,
CTSH	1	chr15	-	79213400	79237433	79224380,79227424,79228092,79229765,79230165,79237260,	79224211,79227320,79228022,79229660,79230028,79236880,
ARNT2	1	chr15	+	80696693	80890278	80735366,80743335,80762772,80767564,	80735178,80743221,80762559,80767351,
DECR2	1	chr16	+	451826	462487	455665,456397,456952,457560,	455513,455971,456685,457425,
DEXI	0	chr16	-	11022748	11035988	11027861,	11027701,
LYRM1	0	chr16	+	20911224	20935585	20914039,20922586,20931536,	20913808,20922505,20931444,
SGF29	0	chr16	+	28565247	28603111	28602256,	28602094,
CETP	0	chr16	+	56995762	57017757	57007422,	57007243,
CHTF8	0	chr16	-	69151913	69166473	69154552,69155396,	69154010,69155339,
SLC47A2	1	chr17	-	19581601	19619919	19587352,19606480,	19587015,19606401,
LYRM9	1	chr17	-	26205340	26219347	26207209,26210156,	26207147,26209965,
ORMDL3	1	chr17	-	38077294	38083854	38081058,38081624,	38081008,38081422,
FKBP10	1	chr17	+	39969183	39979469	39976275,	39976093,
GHDC	0	chr17	-	40341106	40346213	40345612,40345868,	40345534,40345785,
DUSP3	1	chr17	-	41843489	41856356	41855181,	41854897,
CYTH1	1	chr17	-	76670130	76778354	76673132,76676426,76677124,76688575,76694462,76695050,76696525,76697833,76698322,76698686,	76673077,76676272,76677053,76688499,76694351,76694902,76696413,76697753,76698204,76698620,
ASPSCR1	0	chr17	+	79935426	79975282	79973232,	79972951,
FN3KRP	1	chr17	+	80674559	80685893	80676447,80678717,	80676320,80678637,
CTIF	1	chr18	+	46065417	46389588	46066202,	46066129,
PTPRA	1	chr20	+	2854135	3019722	2903931,2955887,2988066,2998559,3002074,3002866,3003470,	2903853,2955861,2987990,2998462,3001955,3002700,3003335,
SAMHD1	0	chr20	-	35518632	35580246	35526947,35563806,	35526843,35563744,
CYYR1	0	chr21	-	27838528	27945603	27937144,	27936978,
SETD4	1	chr21	-	37406839	37432559	37429775,	37429682,
POFUT2	0	chr21	-	46683843	46707813	46686142,46697688,	46685937,46697148,
ASCC2	0	chr22	-	30184597	30234263	30218453,30221246,30221769,30223589,30229603,30230539,	30218324,30221076,30221611,30223466,30229530,30230431,
CBY1	1	chr22	+	39052660	39069859	39053632,39061690,	39052961,39061551,
MAP7D2	1	chrX	-	20024831	20135016	20044070,20060747,20062642,20069064,20071106,20074909,	20043799,20060620,20062482,20068942,20070992,20074798,
SH3BGRL	1	chrX	+	80457442	80554046	80458075,	80457936,
BTK	1	chrX	-	100604438	100641183	100609682,100633011,	100609618,100632847,
C1QB	1	chr1	+	22979682	22988029	22980653,	22980501,
NIPAL3	1	chr1	+	24742284	24795797	24759703,24784323,	24759594,24784224,
SMIM12	0	chr1	-	35318270	35325417	35322340,	35322157,
ATPAF1	0	chr1	-	47098409	47134126	47108973,47110928,47119539,47129595,	47108866,47110833,47119485,47129505,
TXNDC12	1	chr1	-	52485803	52521843	52496220,	52496039,
OMA1	0	chr1	-	58946391	59012472	58971881,58996401,58999732,59000003,59002413,59004982,59007281,	58971732,58996273,58999621,58999830,59002185,59004467,59007163,
TYW3	0	chr1	+	75198840	75232358	75199866,75202306,75204472,75214506,	75199802,75202226,75204374,75214435,
PTGFR	1	chr1	+	78769568	79005434	78963629,78998038,	78963559,78997898,
TTLL7	1	chr1	-	84330711	84464815	84345666,84352967,84367923,84399449,84403699,84408362,84412965,84414378,84417659,84418070,	84345576,84352860,84367837,84399291,84403535,84408146,84412807,84414311,84417528,84417870,
SSX2IP	0	chr1	-	85109390	85156228	85115631,85121271,85146070,	85115354,85121148,85145971,
LRRC8D	1	chr1	+	90286591	90402170	90395437,	90395367,
